"presenca" "lat" "lon" "class" "especie" "area" "Incidencia" "Total_erradicadas" "total_plantas"
"1385" "Absent" -18.91525 -49.3274 "Small" "Sweet orange" 50 0 0 18006
"1386" "Absent" -18.91472 -49.3275 "Small" "Sweet orange" 25.1 0 0 6000
"1387" "Absent" -18.9006 -49.5175 "Small" "Sweet orange" 34.7 0 0 14040
"1388" "Absent" -18.90058 -49.5177 "Small" "Sweet orange" 34.7 0 0 14040
"1389" "Absent" -18.88889 -49.7664 "Small" "Sweet orange" 15.14 0 0 5300
"1390" "Absent" -18.88883 -49.7664 "Small" "Lemon" 15.1 0 0 5300
"1391" "Absent" -18.87333 -49.566 "Small" "Sweet orange" 23.5 0 0 11000
"1392" "Absent" -18.86386 -49.5729 "Small" "Sweet orange" 25.5 0 0 12000
"1393" "Absent" -18.86386 -49.5729 "Small" "Sweet orange" 25.5 0 0 12000
"1394" "Absent" -18.86 -49.6 "Small" "Sweet orange" 25 0 0 9000
"1395" "Absent" -18.85186 -49.4339 "Small" "Sweet orange" 25 0 0 9000
"1396" "Absent" -18.82142 -49.55 "Medium" "Sweet orange" 62 0 0 29000
"1397" "Absent" -18.80392 -49.599 "Small" "Sweet orange" 35 0 0 14000
"1398" "Absent" -21.98531 -45.2924 "Mini" "Mandarins" 0.5 0 0 300
"1399" "Absent" -21.98268 -45.2775 "Mini" "Mandarins" 6 0 0 2180
"1400" "Absent" -21.96903 -45.2567 "Mini" "Mandarins" 0.5 0 0 200
"1401" "Absent" -18.97011 -50.4475 "Mini" "Sweet orange" 10 0 0 5000
"1402" "Present" -21.41158 -45.2318 "Mini" "Sweet orange" 9 4.6 233 5068
"1403" "Present" -21.43078 -45.2178 "Mini" "Mandarins" 9 8.84 278 3146
"1404" "Present" -21.56031 -45.188 "Mini" "Mandarins" 0.5 20.42 59 289
"1405" "Absent" -21.54403 -45.0919 "Mini" "Mandarins" 3.75 0 0 2064
"1406" "Present" -21.02533 -45.2188 "Mini" "Mandarins" 5 41.54 1350 3250
"1407" "Present" -21.03889 -45.2089 "Mini" "Mandarins" 2 31.69 348 1098
"1408" "Absent" -21.02773 -45.1657 "Mini" "Mandarins" 1 0 0 500
"1409" "Present" -21.03619 -45.1587 "Mini" "Mandarins" 2.3 78.46 1020 1300
"1410" "Present" -19.00433 -45.15083 "Mini" "Mandarins" 2 23.08 150 650
"1411" "Present" -21.03989 -45.1392 "Mini" "Mandarins" 1.6 34.62 900 2600
"1412" "Present" -21.03894 -45.1267 "Small" "Mandarins" 11 100 5518 5518
"1413" "Present" -21.00794 -45.1216 "Small" "Mandarins" 19 38.88 3948 10154
"1414" "Present" -21.06111 -45.0611 "Mini" "Mandarins" 5 12.96 390 3010
"1415" "Present" -21.01056 -44.1314 "Mini" "Mandarins" 6.5 1.47 44 3000
"1416" "Present" -21.27167 -45.2089 "Mini" "Mandarins" 3.5 2.06 40 1940
"1417" "Absent" -21.27222 -45.2047 "Mini" "Mandarins" 4.67 0 0 3336
"1418" "Absent" -22.13761 -45.1734 "Mini" "Lemon" 1.5 0 0 1300
"1419" "Absent" -22.13661 -45.0878 "Mini" "Mandarins" 2.5 0 0 800
"1420" "Present" -22.3815 -45.1625 "Mini" "Mandarins" 2 0.17 2 1200
"1421" "Absent" -22.26508 -45.1309 "Small" "Sweet orange" 14 0 0 12000
"1422" "Absent" -22.2878 -45.0822 "Small" "Mandarins" 10.5 0 0 5000
"1423" "Present" -22.28189 -45.0813 "Small" "Mandarins" 18 0.28 25 9025
"1424" "Present" -22.2783 -45.0756 "Small" "Mandarins" 29.3 0.01 2 16200
"1425" "Present" -22.29228 -45.0398 "Mini" "Mandarins" 2 0.1 1 1000
"1426" "Absent" -22.3111 -45.0381 "Mini" "Mandarins" 8 0 0 5000
"1427" "Absent" -22.3131 -45.0369 "Mini" "Mandarins" 10 0 0 5000
"1428" "Absent" -22.31083 -45.034 "Small" "Mandarins" 13 0 0 7500
"1429" "Present" -21.03619 -45.1587 "Mini" "Mandarins" 0.4 100 500 500
"1430" "Present" -21.13469 -45.0949 "Mini" "Mandarins" 2 60 1500 2500
"1431" "Present" -21.1392 -45.0911 "Mini" "Mandarins" 3.2 1.76 30 1700
"1432" "Present" -21.13583 -45.0889 "Mini" "Mandarins" 4 11 220 2000
"1433" "Present" -21.1267 -45.0819 "Mini" "Mandarins" 4 100 7900 7900
"1434" "Absent" -22.4919 -45.1444 "Small" "Lemon" 20 0 0 2000
"1435" "Absent" -22.4322 -45.1325 "Mini" "Lemon" 1 0 0 250
"1436" "Absent" -22.23806 -45.1369 "Mini" "Mandarins" 2 0 0 1500
"1437" "Present" -21.04686 -45.1009 "Mini" "Mandarins" 2.5 100 1000 1000
"1438" "Present" -20.96981 -45.03 "Mini" "Mandarins" 5.3 3.2 80 2500
"1439" "Absent" -20.87406 -44.8911 "Small" "Sweet orange" 16 0 0 6000
"1440" "Absent" -21.5439 -45.0917 "Mini" "Mandarins" 4.7 0 0 2350
"1441" "Absent" -20.6625 -45.0828 "Small" "Mandarins" 25 0 0 12500
"1442" "Absent" -19.32769 -45.06389 "Mini" "Mandarins" 2 0 0 1261
"1443" "Absent" -20.8108 -45.0319 "Small" "Sweet orange" 19.5 0 0 11400
"1444" "Absent" -20.67717 -45.0265 "Small" "Sweet orange" 40 0 0 28000
"1445" "Absent" -20.6653 -45.0094 "Mini" "Mandarins" 2.4 0 0 1090
"1446" "Present" -20.6558 -44.9617 "Mini" "Mandarins" 4.5 0.05 3 6500
"1447" "Absent" -20.8142 -44.8206 "Small" "Sweet orange" 40 0 0 14000
"1448" "Absent" -21.62019 -45.0036 "Small" "Sweet orange" 20 0 0 10000
"1449" "Absent" -21.62028 -45.0036 "Small" "Sweet orange" 18 0 0 10000
"1450" "Present" -21.84467 -44.9517 "Mini" "Mandarins" 4 4.45 95 2137
"1451" "Absent" -21.84467 -44.9444 "Mini" "Mandarins" 4 0 0 2100
"1452" "Present" -20.62068 -44.942 "Small" "Mandarins" 20 0.38 38 10015
"1453" "Present" -21.09033 -44.9318 "Mini" "Mandarins" 1.2 6.82 41 601
"1454" "Absent" -20.8435 -44.8867 "Medium" "Sweet orange" 103 0 0 42000
"1455" "Absent" -20.29642 -44.8828 "Mini" "Acid lime" 1 0 0 700
"1456" "Absent" -20.35083 -44.86111 "Medium" "Mandarins" 102.53 0 0 50000
"1457" "Absent" -21.71372 -44.5826 "Mini" "Mandarins" 10 0 0 5000
"1458" "Absent" -20.30639 -44.57583 "Medium" "Sweet orange" 72.04 0 0 44000
"1459" "Absent" -20.30333 -44.57222 "Medium" "Mandarins" 110 0 0 90000
"1460" "Absent" -20.32444 -44.57028 "Small" "Sweet orange" 45 0 0 40000
"1461" "Absent" -20.29347 -44.55639 "Small" "Acid lime" 10.5 0 0 5775
"1462" "Absent" -20.32447 -44.50389 "Small" "Mandarins" 26.15 0 0 14512
"1463" "Absent" -20.26922 -44.49667 "Small" "Sweet orange" 20.95 0 0 11626
"1464" "Absent" -20.30228 -44.44833 "Mini" "Acid lime" 3 0 0 1650
"1465" "Present" -21.64167 -44.5475 "Small" "Mandarins" 20.3 0.01 2 14001
"1466" "Absent" -20.36508 -44.4869 "Mini" "Mandarins" 9.4 0 0 4500
"1467" "Absent" -21.46375 -44.3842 "Medium" "Mandarins" 79.3 0 0 35448
"1468" "Present" -21.31217 -44.3823 "Medium" "Sweet orange" 180 0.33 244 75062
"1469" "Absent" -21.29833 -44.3722 "Small" "Sweet orange" 18 0 0 7500
"1470" "Absent" -21.3474 -44.2991 "Medium" "Sweet orange" 52.4 0 0 37000
"1471" "Absent" -21.095 -44.2547 "Mini" "Mandarins" 7.5 0 0 5000
"1472" "Absent" -21.095 -44.2503 "Mini" "Mandarins" 7.5 0 0 5000
"1473" "Absent" -21.09 -44.2469 "Mini" "Mandarins" 5 0 0 2000
"1474" "Absent" -21.09 -44.2469 "Mini" "Mandarins" 8 0 0 4000
"1475" "Absent" -21.09289 -44.2445 "Mini" "Mandarins" 5 0 0 3000
"1476" "Absent" -21.0536 -44.3 "Small" "Mandarins" 16 0 0 7000
"1477" "Absent" -21.0608 -44.1814 "Medium" "Mandarins" 60 0 0 24000
"1478" "Present" -21.038 -44.1803 "Small" "Mandarins" 31 0.02 3 15003
"1479" "Present" -21.07778 -44.1789 "Small" "Mandarins" 50 0.01 2 25002
"1480" "Absent" -21.05422 -44.1764 "Medium" "Mandarins" 100 0 0 45000
"1481" "Absent" -21.65403 -44.2863 "Small" "Sweet orange" 15 0 0 34900
"1482" "Absent" -18.78494 -49.3748 "Small" "Sweet orange" 50 0 0 20000
"1483" "Absent" -21.08778 -44.2158 "Mini" "Mandarins" 8 0 0 6000
"1484" "Absent" -21.07 -44.2103 "Mini" "Mandarins" 7 0 0 4000
"1485" "Absent" -20.41472 -44.20639 "Mini" "Mandarins" 8 0 0 3200
"1486" "Absent" -21.06611 -44.2039 "Mini" "Mandarins" 8 0 0 5000
"1487" "Absent" -21.06611 -44.2039 "Mini" "Mandarins" 7 0 0 4000
